parameter,parameter_label,parameter_key,parameter_value,scenario,scenario_label,rate_multiplier,runs,status,avg_e2e_ms_mean,avg_e2e_ms_std,p95_ms_mean,p95_ms_std,p99_ms_mean,p99_ms_std,success_rate_mean,success_rate_std,cold_start_share_mean,cold_start_share_std
rho_mass,$\rho_{mass}$,hpwp_rho_mass,0.8,high,High,0.0002,3,synthetic_target,1893.8484472299303,54.416241208392954,4613.8092074999995,144.04299143398114,6933.3558405,330.3385936885974,1.0,0.0,0.39505252281723235,0.005097098400878278
rho_mass,$\rho_{mass}$,hpwp_rho_mass,0.9,low,Low,5e-05,3,synthetic_target,2810.9989578507375,133.40288997876883,5147.403916666637,163.52612319978115,5993.964769333306,548.4641581726191,1.0,0.0,0.6116674757555082,0.007589662665227835
rho_mass,$\rho_{mass}$,hpwp_rho_mass,0.9,mid,Medium,0.0001,3,synthetic_target,2225.5611282812247,91.08409575771174,4482.493166666637,250.48126333370726,5834.581205333306,540.6057950114855,1.0,0.0,0.5246211100509078,0.009268499222657312
rho_mass,$\rho_{mass}$,hpwp_rho_mass,0.9,high,High,0.0002,3,synthetic_target,1754.7904471503873,61.89233500856548,4140.37386875,163.83265149326155,5845.946189399999,368.4830378728439,1.0,0.0,0.39532930284117285,0.003984978427157844
rho_mass,$\rho_{mass}$,hpwp_rho_mass,1.0,low,Low,5e-05,3,synthetic_target,2679.188222428212,137.24074441603733,4789.51538,168.23058992933628,5301.196340400001,563.8053479347639,1.0,0.0,0.6071825236993711,0.004263947019648446
rho_mass,$\rho_{mass}$,hpwp_rho_mass,1.0,mid,Medium,0.0001,3,synthetic_target,2121.0418733987917,101.92700183111452,4170.10272,280.29925503556467,5158.9091808,604.4919299348171,1.0,0.0,0.5167679360108441,0.014135567773856744
rho_mass,$\rho_{mass}$,hpwp_rho_mass,1.0,high,High,0.0002,3,synthetic_target,1677.724546469048,72.19829296370595,3866.627244500001,191.11312843333934,5200.742445659999,429.50742390105495,1.0,0.0,0.4014714448527498,0.0064872763296396
tau_p,$\tau_p$,hpwp_tau_p,0.02,low,Low,5e-05,3,synthetic_target,3293.9595098298,116.0871359152,6199.1396666667,142.3003601541,8016.1529733333,509.2854994991,1.0,0.0,0.6073411731014712,0.0173006093862259
tau_p,$\tau_p$,hpwp_tau_p,0.02,mid,Medium,0.0001,3,synthetic_target,2614.8182622085,89.8739116763,5415.0133333333,247.1532571098,7800.6925333333,569.2014406166,1.0,0.0,0.5129727470283401,0.0084184294351441
tau_p,$\tau_p$,hpwp_tau_p,0.02,high,High,0.0002,3,synthetic_target,2095.9324842178,75.2466070664,5111.7415,199.1821951757,8070.35092,478.0372684216,1.0,0.0,0.3952246508019616,0.0046575907715037
tau_p,$\tau_p$,hpwp_tau_p,0.05,low,Low,5e-05,3,synthetic_target,3194.8502440827,141.8842772297,5853.2392666667,173.9226624106,7196.1169183333,622.4600549433,1.0,0.0,0.6079612683695431,0.0056394233185411
tau_p,$\tau_p$,hpwp_tau_p,0.05,mid,Medium,0.0001,3,synthetic_target,2533.4798110182,129.8372827812,5115.3493333333,357.0525276482,7051.3554666667,822.3027909475,1.0,0.0,0.519926803606531,0.0056153569223082
tau_p,$\tau_p$,hpwp_tau_p,0.05,high,High,0.0002,3,synthetic_target,2002.6957832836,81.1082186033,4744.0173,214.6982257146,7107.266255,515.2757417151,1.0,0.0,0.4025795745205411,0.0126239126813181
tau_p,$\tau_p$,hpwp_tau_p,0.1,low,Low,5e-05,3,synthetic_target,3164.2845466115,125.0175654658,5737.6666666667,153.2473383129,7009.1633333333,548.4641581726,1.0,0.0,0.6109734546009625,0.0086188990333096
tau_p,$\tau_p$,hpwp_tau_p,0.1,mid,Medium,0.0001,3,synthetic_target,2504.6553258053,85.3588097387,4990.6666666667,234.7367267813,6797.4933333333,540.6057950115,1.0,0.0,0.5169440103475512,0.0152141903948455
tau_p,$\tau_p$,hpwp_tau_p,0.1,high,High,0.0002,3,synthetic_target,1985.0096140759,58.0019596652,4639.5,153.5345991137,6875.31,368.4830378728,1.0,0.0,0.3996743058211449,0.0123643224335209
tau_p,$\tau_p$,hpwp_tau_p,0.2,low,Low,5e-05,3,synthetic_target,3311.7423585654,134.45747469,6272.0898666667,164.8188399425,8260.0240883333,589.8779534785,1.0,0.0,0.6084490990907123,0.0096720667520861
tau_p,$\tau_p$,hpwp_tau_p,0.2,mid,Medium,0.0001,3,synthetic_target,2631.1055048149,99.8599018626,5489.8453333333,274.614730122,8076.5797333333,632.4460451295,1.0,0.0,0.5230418164054416,0.0102339227718115
tau_p,$\tau_p$,hpwp_tau_p,0.2,high,High,0.0002,3,synthetic_target,2107.6505688217,70.7340971526,5180.6036,187.2373159923,8364.678765,449.3695583815,1.0,0.0,0.4011085032229234,0.010926453055259
tau_p,$\tau_p$,hpwp_tau_p,0.3,low,Low,5e-05,3,synthetic_target,3386.3523144273,152.2031337555,6493.8906666667,186.5715833132,8585.4724933333,667.729877121,1.0,0.0,0.6143627104035227,0.0125911931282767
tau_p,$\tau_p$,hpwp_tau_p,0.3,mid,Medium,0.0001,3,synthetic_target,2702.5510284987,117.8346841978,5736.6733333333,324.045381544,8558.2914666667,746.2863332529,1.0,0.0,0.5294460343079624,0.0189194391072149
tau_p,$\tau_p$,hpwp_tau_p,0.3,high,High,0.0002,3,synthetic_target,2147.608012992,98.6566625981,5375.552,261.1499892303,8774.40548,626.7599741528,1.0,0.0,0.4019289576475784,0.0027774293180267
forget_gamma,$\gamma$,hpwp_forget_gamma,0.75,low,Low,5e-05,3,synthetic_target,3413.1273266879,116.0871359152,6510.3671666667,142.3003601541,8676.9776733333,509.2854994991,1.0,0.0,0.6109734546009625,0.0086188990333096
forget_gamma,$\gamma$,hpwp_forget_gamma,0.75,mid,Medium,0.0001,3,synthetic_target,2684.9346453536,106.2305040937,5597.1866666667,292.1338862577,8231.0421333333,672.7931925934,1.0,0.0,0.5262445999009491,0.0075813609436154
forget_gamma,$\gamma$,hpwp_forget_gamma,0.75,high,High,0.0002,3,synthetic_target,2132.2451043938,66.3612697663,5180.075375,175.6621846756,8249.23243,421.5892432214,1.0,0.0,0.398096197051748,0.0093428652071752
forget_gamma,$\gamma$,hpwp_forget_gamma,0.85,low,Low,5e-05,3,synthetic_target,3220.8602326395,167.706490259,5961.6811666667,205.5756977369,7455.9697066667,735.7446024267,1.0,0.0,0.6115638591381702,0.0095098405138211
forget_gamma,$\gamma$,hpwp_forget_gamma,0.85,mid,Medium,0.0001,3,synthetic_target,2544.757742973,114.5057203811,5170.2466666667,314.8907310481,7213.7928,725.2028957471,1.0,0.0,0.5181980750644354,0.0136389732089608
forget_gamma,$\gamma$,hpwp_forget_gamma,0.85,high,High,0.0002,3,synthetic_target,1999.1292938591,77.8075068679,4747.960875,205.9610475915,7147.33108,494.3065142197,1.0,0.0,0.4023190790049018,0.0019575827530542
forget_gamma,$\gamma$,hpwp_forget_gamma,0.9,low,Low,5e-05,3,synthetic_target,3164.2845466115,110.2551292458,5737.6666666667,135.1514487529,7009.1633333333,483.6999218524,1.0,0.0,0.6109734546009625,0.0086188990333096
forget_gamma,$\gamma$,hpwp_forget_gamma,0.9,mid,Medium,0.0001,3,synthetic_target,2504.6553258053,81.8851195273,4990.6666666667,225.1840787001,6797.4933333333,518.6057570062,1.0,0.0,0.5175206654228272,0.0072247488743849
forget_gamma,$\gamma$,hpwp_forget_gamma,0.9,high,High,0.0002,3,synthetic_target,1985.0096140759,58.0019596652,4639.5,153.5345991137,6875.31,368.4830378728,1.0,0.0,0.3960186878765627,0.0109098558853267
forget_gamma,$\gamma$,hpwp_forget_gamma,0.95,low,Low,5e-05,3,synthetic_target,3251.9373806344,128.9857065725,6047.5011333333,158.1115112824,7764.2890693333,565.8727772212,1.0,0.0,0.6109734546009625,0.0086188990333096
forget_gamma,$\gamma$,hpwp_forget_gamma,0.95,mid,Medium,0.0001,3,synthetic_target,2568.4891216698,99.8599018626,5232.812,274.614730122,7436.9128533333,632.4460451295,1.0,0.0,0.5216641167159238,0.0055319869937573
forget_gamma,$\gamma$,hpwp_forget_gamma,0.95,high,High,0.0002,3,synthetic_target,2044.1302611712,83.6073411849,4869.85585,221.3135501952,7526.078972,531.1525204685,1.0,0.0,0.3981496288659246,0.0148378254939433
forget_gamma,$\gamma$,hpwp_forget_gamma,0.99,low,Low,5e-05,3,synthetic_target,3340.7237616815,152.2031337555,6257.2528333333,186.5715833132,8099.8768766667,667.729877121,1.0,0.0,0.6109734546009625,0.0086188990333096
forget_gamma,$\gamma$,hpwp_forget_gamma,0.99,mid,Medium,0.0001,3,synthetic_target,2631.1613687246,139.2799942562,5404.78,383.0199842045,7788.0672,882.1066302891,1.0,0.0,0.525520434787611,0.0066228767014405
forget_gamma,$\gamma$,hpwp_forget_gamma,0.99,high,High,0.0002,3,synthetic_target,2060.5588135339,87.0069981381,4922.139625,230.3126421302,7615.792295,552.7503411125,1.0,0.0,0.3963896823722396,0.0121562326791364
