label,parameter,parameter_label,parameter_key,parameter_value,scenario,scenario_label,rate_multiplier,seed,run_dir,avg_e2e_ms,p50_ms,p95_ms,p99_ms,success_rate,cold_start_share,status
lmax_2_low,lmax,$L_{max}$,hpwp_lmax_high,2.0,low,Low,5e-05,43,SYNTHETIC_TARGET_NOT_MEASURED/lmax/2.0/low/seed_43,3286.1816226777,3150.7343577706,6193.8956666667,7836.0752833333,1,0.6111513646700777,ok
lmax_2_low,lmax,$L_{max}$,hpwp_lmax_high,2.0,low,Low,5e-05,44,SYNTHETIC_TARGET_NOT_MEASURED/lmax/2.0/low/seed_44,3482.2566226777,3361.9663577706,6434.2456666667,8696.2752833333,1,0.6022669777908671,ok
lmax_2_mid,lmax,$L_{max}$,hpwp_lmax_high,2.0,mid,Medium,0.0001,42,SYNTHETIC_TARGET_NOT_MEASURED/lmax/2.0/mid/seed_42,2490.7474027472,2197.765188445,5042.4766666667,6887.9173333333,1,0.5037555284428855,ok
lmax_2_mid,lmax,$L_{max}$,hpwp_lmax_high,2.0,mid,Medium,0.0001,43,SYNTHETIC_TARGET_NOT_MEASURED/lmax/2.0/mid/seed_43,2662.3474027472,2376.489188445,5514.3766666667,7974.7173333333,1,0.5229464148062226,ok
lmax_2_mid,lmax,$L_{max}$,hpwp_lmax_high,2.0,mid,Medium,0.0001,44,SYNTHETIC_TARGET_NOT_MEASURED/lmax/2.0/mid/seed_44,2695.3474027472,2410.859188445,5605.1266666667,8183.7173333333,1,0.5202155355757598,ok
lmax_2_high,lmax,$L_{max}$,hpwp_lmax_high,2.0,high,High,0.0002,42,SYNTHETIC_TARGET_NOT_MEASURED/lmax/2.0/high/seed_42,1987.897039018,1558.4386608243,4765.42175,7188.512025,1,0.405290615372563,ok
lmax_2_high,lmax,$L_{max}$,hpwp_lmax_high,2.0,high,High,0.0002,43,SYNTHETIC_TARGET_NOT_MEASURED/lmax/2.0/high/seed_43,2011.272039018,1581.9049108243,4827.29675,7337.012025,1,0.4049219518050891,ok
lmax_2_high,lmax,$L_{max}$,hpwp_lmax_high,2.0,high,High,0.0002,44,SYNTHETIC_TARGET_NOT_MEASURED/lmax/2.0/high/seed_44,2132.822039018,1703.9294108243,5149.04675,8109.212025,1,0.3922656171235424,ok
lmax_3_low,lmax,$L_{max}$,hpwp_lmax_high,3.0,low,Low,5e-05,42,SYNTHETIC_TARGET_NOT_MEASURED/lmax/3.0/low/seed_42,3133.153806637,2988.8276543715,5868.1797,7136.018671,1,0.6212732349535658,ok
lmax_3_low,lmax,$L_{max}$,hpwp_lmax_high,3.0,low,Low,5e-05,43,SYNTHETIC_TARGET_NOT_MEASURED/lmax/3.0/low/seed_43,3298.383806637,3173.4484543715,6070.7197,7860.898671,1,0.6111513646700777,ok
lmax_3_low,lmax,$L_{max}$,hpwp_lmax_high,3.0,low,Low,5e-05,44,SYNTHETIC_TARGET_NOT_MEASURED/lmax/3.0/low/seed_44,3330.158806637,3208.9524543715,6109.6697,8000.298671,1,0.6022669777908671,ok
lmax_3_mid,lmax,$L_{max}$,hpwp_lmax_high,3.0,mid,Medium,0.0001,42,SYNTHETIC_TARGET_NOT_MEASURED/lmax/3.0/mid/seed_42,2510.7084323214,2222.530504766,5046.7113333333,6984.0053866667,1,0.522185535669134,ok
lmax_3_mid,lmax,$L_{max}$,hpwp_lmax_high,3.0,mid,Medium,0.0001,43,SYNTHETIC_TARGET_NOT_MEASURED/lmax/3.0/mid/seed_43,2535.3084323214,2249.424504766,5114.3613333333,7139.8053866667,1,0.5331538979277127,ok
lmax_3_mid,lmax,$L_{max}$,hpwp_lmax_high,3.0,mid,Medium,0.0001,44,SYNTHETIC_TARGET_NOT_MEASURED/lmax/3.0/mid/seed_44,2663.2284323214,2389.273304766,5466.1413333333,7949.9653866667,1,0.5142957420469587,ok
lmax_3_high,lmax,$L_{max}$,hpwp_lmax_high,3.0,high,High,0.0002,42,SYNTHETIC_TARGET_NOT_MEASURED/lmax/3.0/high/seed_42,1968.5697775152,1534.170124237,4643.437275,6962.9189045,1,0.3954984850805218,ok
lmax_3_high,lmax,$L_{max}$,hpwp_lmax_high,3.0,high,High,0.0002,43,SYNTHETIC_TARGET_NOT_MEASURED/lmax/3.0/high/seed_43,2052.2097775152,1624.245724237,4864.837275,7494.2789045,1,0.3906924837744425,ok
lmax_3_high,lmax,$L_{max}$,hpwp_lmax_high,3.0,high,High,0.0002,44,SYNTHETIC_TARGET_NOT_MEASURED/lmax/3.0/high/seed_44,2104.4847775152,1680.542974237,5003.212275,7826.3789045,1,0.4046014950747442,ok
lmax_4_low,lmax,$L_{max}$,hpwp_lmax_high,4.0,low,Low,5e-05,42,SYNTHETIC_TARGET_NOT_MEASURED/lmax/4.0/low/seed_42,3071.2845466115,2936.433164747,5623.6666666667,6601.1633333333,1,0.6195020213419425,ok
lmax_4_low,lmax,$L_{max}$,hpwp_lmax_high,4.0,low,Low,5e-05,43,SYNTHETIC_TARGET_NOT_MEASURED/lmax/4.0/low/seed_43,3110.0345466115,2978.633164747,5671.1666666667,6771.1633333333,1,0.6111513646700777,ok
lmax_4_low,lmax,$L_{max}$,hpwp_lmax_high,4.0,low,Low,5e-05,44,SYNTHETIC_TARGET_NOT_MEASURED/lmax/4.0/low/seed_44,3311.5345466115,3198.073164747,5918.1666666667,7655.1633333333,1,0.6022669777908671,ok
lmax_4_mid,lmax,$L_{max}$,hpwp_lmax_high,4.0,mid,Medium,0.0001,42,SYNTHETIC_TARGET_NOT_MEASURED/lmax/4.0/mid/seed_42,2378.6553258053,2096.0032399667,4644.1666666667,5999.4933333333,1,0.5284512372994308,ok
lmax_4_mid,lmax,$L_{max}$,hpwp_lmax_high,4.0,mid,Medium,0.0001,43,SYNTHETIC_TARGET_NOT_MEASURED/lmax/4.0/mid/seed_43,2522.6553258053,2248.1632399667,5040.1666666667,6911.4933333333,1,0.5220666311997095,ok
lmax_4_mid,lmax,$L_{max}$,hpwp_lmax_high,4.0,mid,Medium,0.0001,44,SYNTHETIC_TARGET_NOT_MEASURED/lmax/4.0/mid/seed_44,2612.6553258053,2343.2632399667,5287.6666666667,7481.4933333333,1,0.5309370498960274,ok
lmax_4_high,lmax,$L_{max}$,hpwp_lmax_high,4.0,high,High,0.0002,42,SYNTHETIC_TARGET_NOT_MEASURED/lmax/4.0/high/seed_42,1921.2596140759,1502.79509512,4470.75,6470.31,1,0.3872107211214693,ok
lmax_4_high,lmax,$L_{max}$,hpwp_lmax_high,4.0,high,High,0.0002,43,SYNTHETIC_TARGET_NOT_MEASURED/lmax/4.0/high/seed_43,1968.0096140759,1550.72759512,4594.5,6767.31,1,0.3910203323907822,ok
lmax_4_high,lmax,$L_{max}$,hpwp_lmax_high,4.0,high,High,0.0002,44,SYNTHETIC_TARGET_NOT_MEASURED/lmax/4.0/high/seed_44,2065.7596140759,1650.95009512,4853.25,7388.31,1,0.4119615076918612,ok
lmax_5_low,lmax,$L_{max}$,hpwp_lmax_high,5.0,low,Low,5e-05,42,SYNTHETIC_TARGET_NOT_MEASURED/lmax/5.0/low/seed_42,3046.4116676331,2903.5552009278,5762.9111,6772.9876353333,1,0.6212732349535658,ok
lmax_5_low,lmax,$L_{max}$,hpwp_lmax_high,5.0,low,Low,5e-05,43,SYNTHETIC_TARGET_NOT_MEASURED/lmax/5.0/low/seed_43,3265.8916676331,3138.2560009278,6031.9511,7735.8676353333,1,0.6111513646700777,ok
lmax_5_low,lmax,$L_{max}$,hpwp_lmax_high,5.0,low,Low,5e-05,44,SYNTHETIC_TARGET_NOT_MEASURED/lmax/5.0/low/seed_44,3403.0666676331,3284.9440009278,6200.1011,8337.6676353333,1,0.6022669777908671,ok
lmax_5_mid,lmax,$L_{max}$,hpwp_lmax_high,5.0,mid,Medium,0.0001,42,SYNTHETIC_TARGET_NOT_MEASURED/lmax/5.0/mid/seed_42,2452.284466344,2167.5331750461,4902.0773333333,6634.4579733333,1,0.5159394930914893,ok
lmax_5_mid,lmax,$L_{max}$,hpwp_lmax_high,5.0,mid,Medium,0.0001,43,SYNTHETIC_TARGET_NOT_MEASURED/lmax/5.0/mid/seed_43,2530.164466344,2247.8463750461,5116.2473333333,7127.6979733333,1,0.5268954986296732,ok
lmax_5_mid,lmax,$L_{max}$,hpwp_lmax_high,5.0,mid,Medium,0.0001,44,SYNTHETIC_TARGET_NOT_MEASURED/lmax/5.0/mid/seed_44,2693.004466344,2415.7739750461,5564.0573333333,8159.0179733333,1,0.5121568401113599,ok
lmax_5_high,lmax,$L_{max}$,hpwp_lmax_high,5.0,high,High,0.0002,42,SYNTHETIC_TARGET_NOT_MEASURED/lmax/5.0/high/seed_42,1935.6580029993,1510.1698223694,4584.275825,6804.046729,1,0.4031942525004463,ok
lmax_5_high,lmax,$L_{max}$,hpwp_lmax_high,5.0,high,High,0.0002,43,SYNTHETIC_TARGET_NOT_MEASURED/lmax/5.0/high/seed_43,2066.0480029993,1639.1779223694,4929.425825,7632.406729,1,0.4055951580008748,ok
lmax_5_high,lmax,$L_{max}$,hpwp_lmax_high,5.0,high,High,0.0002,44,SYNTHETIC_TARGET_NOT_MEASURED/lmax/5.0/high/seed_44,2091.1230029993,1663.9871723694,4995.800825,7791.706729,1,0.4039970297164392,ok
rho_mass_0p6_low,rho_mass,$\rho_{mass}$,hpwp_rho_mass,0.6,low,Low,5e-05,42,SYNTHETIC_TARGET_NOT_MEASURED/rho_mass/0.6/low/seed_42,3436.9094240057,3284.4330470455,6819.5733333333,9253.2788666666,1,0.6237277051267482,ok
rho_mass_0p6_low,rho_mass,$\rho_{mass}$,hpwp_rho_mass,0.6,low,Low,5e-05,43,SYNTHETIC_TARGET_NOT_MEASURED/rho_mass/0.6/low/seed_43,3513.6344240057,3369.0890470455,6913.6233333333,9589.8788666666,1,0.6260645327871722,ok
rho_mass_0p6_low,rho_mass,$\rho_{mass}$,hpwp_rho_mass,0.6,low,Low,5e-05,44,SYNTHETIC_TARGET_NOT_MEASURED/rho_mass/0.6/low/seed_44,3674.0594240057,3546.0970470455,7110.2733333333,10293.6788666666,1,0.6113403557506843,ok
rho_mass_0p6_mid,rho_mass,$\rho_{mass}$,hpwp_rho_mass,0.6,mid,Medium,0.0001,42,SYNTHETIC_TARGET_NOT_MEASURED/rho_mass/0.6/mid/seed_42,2698.7941350148,2382.9267801632,5746.7433333333,8698.8410666667,1,0.5220077420503085,ok
rho_mass_0p6_mid,rho_mass,$\rho_{mass}$,hpwp_rho_mass,0.6,mid,Medium,0.0001,43,SYNTHETIC_TARGET_NOT_MEASURED/rho_mass/0.6/mid/seed_43,2839.1941350148,2533.8827801632,6132.8433333333,9588.0410666667,1,0.5398425619340723,ok
rho_mass_0p6_mid,rho_mass,$\rho_{mass}$,hpwp_rho_mass,0.6,mid,Medium,0.0001,44,SYNTHETIC_TARGET_NOT_MEASURED/rho_mass/0.6/mid/seed_44,2866.1941350148,2562.9127801632,6207.0933333333,9759.0410666667,1,0.527306700261702,ok
rho_mass_0p6_high,rho_mass,$\rho_{mass}$,hpwp_rho_mass,0.6,high,High,0.0002,42,SYNTHETIC_TARGET_NOT_MEASURED/rho_mass/0.6/high/seed_42,2188.86432308,1717.2028152332,5493.42975,9172.43513,1,0.3991541387605128,ok
rho_mass_0p6_high,rho_mass,$\rho_{mass}$,hpwp_rho_mass,0.6,high,High,0.0002,43,SYNTHETIC_TARGET_NOT_MEASURED/rho_mass/0.6/high/seed_43,2207.98932308,1737.3115652332,5544.05475,9293.93513,1,0.4049660463019327,ok
rho_mass_0p6_high,rho_mass,$\rho_{mass}$,hpwp_rho_mass,0.6,high,High,0.0002,44,SYNTHETIC_TARGET_NOT_MEASURED/rho_mass/0.6/high/seed_44,2307.43932308,1841.8770652332,5807.30475,9925.73513,1,0.4106040752590134,ok
rho_mass_0p7_low,rho_mass,$\rho_{mass}$,hpwp_rho_mass,0.7,low,Low,5e-05,42,SYNTHETIC_TARGET_NOT_MEASURED/rho_mass/0.7/low/seed_42,3035.3763167723678,2896.101264101462,5897.433413333302,7181.343682000001,1,0.6085211713037025,ok
rho_mass_0p7_low,rho_mass,$\rho_{mass}$,hpwp_rho_mass,0.7,low,Low,5e-05,43,SYNTHETIC_TARGET_NOT_MEASURED/rho_mass/0.7/low/seed_43,3243.727316772368,3120.5582241014617,6152.8314133333015,8075.951682000001,1,0.6083306462105912,ok
rho_mass_0p7_low,rho_mass,$\rho_{mass}$,hpwp_rho_mass,0.7,low,Low,5e-05,44,SYNTHETIC_TARGET_NOT_MEASURED/rho_mass/0.7/low/seed_44,3283.794816772368,3163.7230241014618,6201.946413333302,8247.991682000002,1,0.6151882042529794,ok
rho_mass_0p7_mid,rho_mass,$\rho_{mass}$,hpwp_rho_mass,0.7,mid,Medium,0.0001,42,SYNTHETIC_TARGET_NOT_MEASURED/rho_mass/0.7/mid/seed_42,2449.469334745014,2168.747707923054,5096.248853333302,7179.476864,1,0.5133298706025531,ok
rho_mass_0p7_mid,rho_mass,$\rho_{mass}$,hpwp_rho_mass,0.7,mid,Medium,0.0001,43,SYNTHETIC_TARGET_NOT_MEASURED/rho_mass/0.7/mid/seed_43,2480.489334745014,2201.055507923054,5181.553853333302,7371.756864,1,0.5269424725803821,ok
rho_mass_0p7_mid,rho_mass,$\rho_{mass}$,hpwp_rho_mass,0.7,mid,Medium,0.0001,44,SYNTHETIC_TARGET_NOT_MEASURED/rho_mass/0.7/mid/seed_44,2641.7933347450135,2369.056067923054,5625.139853333301,8371.612864,1,0.5362558216747538,ok
rho_mass_0p7_high,rho_mass,$\rho_{mass}$,hpwp_rho_mass,0.7,high,High,0.0002,42,SYNTHETIC_TARGET_NOT_MEASURED/rho_mass/0.7/high/seed_42,1890.268396890166,1473.572033543202,4618.683937,7001.5113303,1,0.3898555206343128,ok
rho_mass_0p7_high,rho_mass,$\rho_{mass}$,hpwp_rho_mass,0.7,high,High,0.0002,43,SYNTHETIC_TARGET_NOT_MEASURED/rho_mass/0.7/high/seed_43,1995.736396890166,1579.451753543202,4897.863937,7657.287330300001,1,0.4092754200609065,ok
rho_mass_0p7_high,rho_mass,$\rho_{mass}$,hpwp_rho_mass,0.7,high,High,0.0002,44,SYNTHETIC_TARGET_NOT_MEASURED/rho_mass/0.7/high/seed_44,2061.653896890166,1645.626578543202,5072.351437,8067.147330300001,1,0.401518594752226,ok
rho_mass_0p8_low,rho_mass,$\rho_{mass}$,hpwp_rho_mass,0.8,low,Low,5e-05,42,SYNTHETIC_TARGET_NOT_MEASURED/rho_mass/0.8/low/seed_42,2938.41918436401,2810.0824169894104,5610.02730000003,6799.140936666638,1,0.616284562685813,ok
rho_mass_0p8_low,rho_mass,$\rho_{mass}$,hpwp_rho_mass,0.8,low,Low,5e-05,43,SYNTHETIC_TARGET_NOT_MEASURED/rho_mass/0.8/low/seed_43,2967.01668436401,2842.03601698941,5645.08230000003,6919.0249366666385,1,0.6180659745143932,ok
rho_mass_0p8_low,rho_mass,$\rho_{mass}$,hpwp_rho_mass,0.8,low,Low,5e-05,44,SYNTHETIC_TARGET_NOT_MEASURED/rho_mass/0.8/low/seed_44,3115.72368436401,3008.19473698941,5827.36830000003,7542.421736666638,1,0.5974106923381777,ok
rho_mass_0p8_mid,rho_mass,$\rho_{mass}$,hpwp_rho_mass,0.8,mid,Medium,0.0001,42,SYNTHETIC_TARGET_NOT_MEASURED/rho_mass/0.8/mid/seed_42,2286.27790329951,2015.88733393659,4687.40220000003,6276.0713066666385,1,0.5410720324168802,ok
rho_mass_0p8_mid,rho_mass,$\rho_{mass}$,hpwp_rho_mass,0.8,mid,Medium,0.0001,43,SYNTHETIC_TARGET_NOT_MEASURED/rho_mass/0.8/mid/seed_43,2392.54990329951,2132.06941393659,4979.65020000003,6919.213706666638,1,0.5268928711081573,ok
rho_mass_0p8_mid,rho_mass,$\rho_{mass}$,hpwp_rho_mass,0.8,mid,Medium,0.0001,44,SYNTHETIC_TARGET_NOT_MEASURED/rho_mass/0.8/mid/seed_44,2458.96990329951,2204.68321393659,5162.30520000003,7321.177706666638,1,0.5038481004817562,ok
rho_mass_0p8_high,rho_mass,$\rho_{mass}$,hpwp_rho_mass,0.8,high,High,0.0002,42,SYNTHETIC_TARGET_NOT_MEASURED/rho_mass/0.8/high/seed_42,1846.80094722993,1445.47274831166,4489.2717075,6647.7498405,1,0.3916365260973675,ok
rho_mass_0p8_high,rho_mass,$\rho_{mass}$,hpwp_rho_mass,0.8,high,High,0.0002,43,SYNTHETIC_TARGET_NOT_MEASURED/rho_mass/0.8/high/seed_43,1881.30244722993,1482.62893331166,4580.5992075,6857.1942405,1,0.4009112604987363,ok
rho_mass_0p8_high,rho_mass,$\rho_{mass}$,hpwp_rho_mass,0.8,high,High,0.0002,44,SYNTHETIC_TARGET_NOT_MEASURED/rho_mass/0.8/high/seed_44,1953.44194722993,1560.31913831166,4771.5567075,7295.1234405000005,1,0.3926097818555932,ok
rho_mass_0p9_low,rho_mass,$\rho_{mass}$,hpwp_rho_mass,0.9,low,Low,5e-05,42,SYNTHETIC_TARGET_NOT_MEASURED/rho_mass/0.9/low/seed_42,2668.5927078507375,2543.47399953675,4972.841416666637,5408.484769333306,1,0.6195020213419425,ok
rho_mass_0p9_low,rho_mass,$\rho_{mass}$,hpwp_rho_mass,0.9,low,Low,5e-05,43,SYNTHETIC_TARGET_NOT_MEASURED/rho_mass/0.9/low/seed_43,2831.3427078507375,2720.71399953675,5172.341416666637,6077.604769333306,1,0.6111513646700777,ok
rho_mass_0p9_low,rho_mass,$\rho_{mass}$,hpwp_rho_mass,0.9,low,Low,5e-05,44,SYNTHETIC_TARGET_NOT_MEASURED/rho_mass/0.9/low/seed_44,2933.0614578507375,2831.48899953675,5297.028916666637,6495.804769333306,1,0.6043490412545043,ok
rho_mass_0p9_mid,rho_mass,$\rho_{mass}$,hpwp_rho_mass,0.9,mid,Medium,0.0001,42,SYNTHETIC_TARGET_NOT_MEASURED/rho_mass/0.9/mid/seed_42,2146.8111282812247,1897.5369041702502,4265.930666666637,5367.181205333305,1,0.5190449796468141,ok
rho_mass_0p9_mid,rho_mass,$\rho_{mass}$,hpwp_rho_mass,0.9,mid,Medium,0.0001,43,SYNTHETIC_TARGET_NOT_MEASURED/rho_mass/0.9/mid/seed_43,2204.5611282812247,1958.55940417025,4424.743166666637,5709.941205333305,1,0.5353202532533163,ok
rho_mass_0p9_mid,rho_mass,$\rho_{mass}$,hpwp_rho_mass,0.9,mid,Medium,0.0001,44,SYNTHETIC_TARGET_NOT_MEASURED/rho_mass/0.9/mid/seed_44,2325.3111282812247,2086.15190417025,4756.805666666637,6426.621205333306,1,0.5194980972525932,ok
rho_mass_0p9_high,rho_mass,$\rho_{mass}$,hpwp_rho_mass,0.9,high,High,0.0002,42,SYNTHETIC_TARGET_NOT_MEASURED/rho_mass/0.9/high/seed_42,1684.1341971503875,1313.8410157488001,3953.34261875,5425.2861894,1,0.398335994088179,ok
rho_mass_0p9_high,rho_mass,$\rho_{mass}$,hpwp_rho_mass,0.9,high,High,0.0002,43,SYNTHETIC_TARGET_NOT_MEASURED/rho_mass/0.9/high/seed_43,1780.8216971503875,1412.9741407488,4209.28011875,6000.926189399999,1,0.3908093516959292,ok
rho_mass_0p9_high,rho_mass,$\rho_{mass}$,hpwp_rho_mass,0.9,high,High,0.0002,44,SYNTHETIC_TARGET_NOT_MEASURED/rho_mass/0.9/high/seed_44,1799.4154471503875,1432.0382032488,4258.49886875,6111.626189399999,1,0.3968425627394104,ok
rho_mass_1_low,rho_mass,$\rho_{mass}$,hpwp_rho_mass,1.0,low,Low,5e-05,42,SYNTHETIC_TARGET_NOT_MEASURED/rho_mass/1.0/low/seed_42,2560.5318474282126,2445.135573531084,4644.06563,4813.7383404,1,0.6026747185429263,ok
rho_mass_1_low,rho_mass,$\rho_{mass}$,hpwp_rho_mass,1.0,low,Low,5e-05,43,SYNTHETIC_TARGET_NOT_MEASURED/rho_mass/1.0/low/seed_43,2647.5465224282125,2538.1846615310837,4750.7287799999995,5171.207540400001,1,0.6111513646700777,ok
rho_mass_1_low,rho_mass,$\rho_{mass}$,hpwp_rho_mass,1.0,low,Low,5e-05,44,SYNTHETIC_TARGET_NOT_MEASURED/rho_mass/1.0/low/seed_44,2829.4862974282123,2732.741845531084,4973.75173,5918.6431404,1,0.6077214878851092,ok
rho_mass_1_mid,rho_mass,$\rho_{mass}$,hpwp_rho_mass,1.0,mid,Medium,0.0001,42,SYNTHETIC_TARGET_NOT_MEASURED/rho_mass/1.0/mid/seed_42,2004.6820733987918,1767.7320453249145,3850.11327,4468.8215808,1,0.5039348187048693,ok
rho_mass_1_mid,rho_mass,$\rho_{mass}$,hpwp_rho_mass,1.0,mid,Medium,0.0001,43,SYNTHETIC_TARGET_NOT_MEASURED/rho_mass/1.0/mid/seed_43,2163.911273398792,1931.9360333249144,4287.99357,5413.1519808,1,0.5319193444878191,ok
rho_mass_1_mid,rho_mass,$\rho_{mass}$,hpwp_rho_mass,1.0,mid,Medium,0.0001,44,SYNTHETIC_TARGET_NOT_MEASURED/rho_mass/1.0/mid/seed_44,2194.532273398792,1963.5137233249145,4372.20132,5594.7539808,1,0.5144496448398441,ok
rho_mass_1_high,rho_mass,$\rho_{mass}$,hpwp_rho_mass,1.0,high,High,0.0002,42,SYNTHETIC_TARGET_NOT_MEASURED/rho_mass/1.0/high/seed_42,1625.668846469048,1273.898388710541,3728.8327445000004,4891.06324566,1,0.3964799302764732,ok
rho_mass_1_high,rho_mass,$\rho_{mass}$,hpwp_rho_mass,1.0,high,High,0.0002,43,SYNTHETIC_TARGET_NOT_MEASURED/rho_mass/1.0/high/seed_43,1647.358721469048,1295.358389960541,3786.2471195000003,5020.09624566,1,0.3991300189881414,ok
rho_mass_1_high,rho_mass,$\rho_{mass}$,hpwp_rho_mass,1.0,high,High,0.0002,44,SYNTHETIC_TARGET_NOT_MEASURED/rho_mass/1.0/high/seed_44,1760.146071469048,1406.950396460541,4084.8018695,5691.067845660001,1,0.4088043852936347,ok
tau_p_0p02_low,tau_p,$\tau_p$,hpwp_tau_p,0.02,low,Low,5e-05,42,SYNTHETIC_TARGET_NOT_MEASURED/tau_p/0.02/low/seed_42,3161.4345098298,3015.9771294366,6036.6896666667,7434.7529733333,1,0.6055335356263097,ok
tau_p_0p02_low,tau_p,$\tau_p$,hpwp_tau_p,0.02,low,Low,5e-05,43,SYNTHETIC_TARGET_NOT_MEASURED/tau_p/0.02/low/seed_43,3342.7845098298,3216.0731294366,6258.9896666667,8230.3529733333,1,0.6254746296821281,ok
tau_p_0p02_low,tau_p,$\tau_p$,hpwp_tau_p,0.02,low,Low,5e-05,44,SYNTHETIC_TARGET_NOT_MEASURED/tau_p/0.02/low/seed_44,3377.6595098298,3254.5531294366,6301.7396666667,8383.3529733333,1,0.5910153539959758,ok
tau_p_0p02_mid,tau_p,$\tau_p$,hpwp_tau_p,0.02,mid,Medium,0.0001,42,SYNTHETIC_TARGET_NOT_MEASURED/tau_p/0.02/mid/seed_42,2550.0182622085,2257.5162533655,5236.8133333333,7390.2925333333,1,0.5057896862797899,ok
tau_p_0p02_mid,tau_p,$\tau_p$,hpwp_tau_p,0.02,mid,Medium,0.0001,43,SYNTHETIC_TARGET_NOT_MEASURED/tau_p/0.02/mid/seed_43,2577.0182622085,2286.5462533655,5311.0633333333,7561.2925333333,1,0.5222363742694255,ok
tau_p_0p02_mid,tau_p,$\tau_p$,hpwp_tau_p,0.02,mid,Medium,0.0001,44,SYNTHETIC_TARGET_NOT_MEASURED/tau_p/0.02/mid/seed_44,2717.4182622085,2437.5022533655,5697.1633333333,8450.4925333333,1,0.5108921805358047,ok
tau_p_0p02_high,tau_p,$\tau_p$,hpwp_tau_p,0.02,high,High,0.0002,42,SYNTHETIC_TARGET_NOT_MEASURED/tau_p/0.02/high/seed_42,2015.6074842178,1571.3299125321,4899.1165,7560.05092,1,0.3898477114346121,ok
tau_p_0p02_high,tau_p,$\tau_p$,hpwp_tau_p,0.02,high,High,0.0002,43,SYNTHETIC_TARGET_NOT_MEASURED/tau_p/0.02/high/seed_43,2107.4074842178,1667.8519125321,5142.1165,8143.25092,1,0.3978154267054745,ok
tau_p_0p02_high,tau_p,$\tau_p$,hpwp_tau_p,0.02,high,High,0.0002,44,SYNTHETIC_TARGET_NOT_MEASURED/tau_p/0.02/high/seed_44,2164.7824842178,1728.1781625321,5293.9915,8507.75092,1,0.3980108142657982,ok
tau_p_0p05_low,tau_p,$\tau_p$,hpwp_tau_p,0.05,low,Low,5e-05,42,SYNTHETIC_TARGET_NOT_MEASURED/tau_p/0.05/low/seed_42,3092.5502440827,2956.8482343194,5727.8392666667,6747.3169183333,1,0.602596049680996,ok
tau_p_0p05_low,tau_p,$\tau_p$,hpwp_tau_p,0.05,low,Low,5e-05,43,SYNTHETIC_TARGET_NOT_MEASURED/tau_p/0.05/low/seed_43,3135.1752440827,3002.7682343194,5780.0892666667,6934.3169183333,1,0.6074479558305796,ok
